REGION_ID,CRASH_RATIO
1,329
2,173
3,575
4,603
5,351
6,577
7,943
8,1248
9,146
10,427
11,1106
12,969
13,841
14,228
15,415
16,212
17,77
18,296
19,199
20,148
21,201
22,54
23,135
24,108
25,75
26,79
27,38
28,14
29,192
