REGION_ID,CRASH_RATIO
1,296
2,91
3,369
4,542
5,243
6,399
7,707
8,936
9,101
10,274
11,765
12,872
13,841
14,146
15,233
16,127
17,46
18,177
19,105
20,83
21,129
22,27
23,81
24,64
25,45
26,39
27,20
28,14
29,192
